^FINANCIAL,10/17/2016,1775.68,1783.07,1771.99,1779.47,135652,-215130
AUB,10/17/2016,46.5,48,46.5,48,16700,767340
BDO,10/17/2016,107.5,108,106.8,107.5,3234720,-13500840
BPI,10/17/2016,102.2,103,102,102.5,1134030,-5650075
CHIB,10/17/2016,38,38,37.7,38,72000,2728420
EW,10/17/2016,18.9,19.08,18.9,18.98,243600,743132
MBT,10/17/2016,83.25,83.25,82.3,82.85,3396210,-99413911
PBB,10/17/2016,14,14,14,14,136100,0
PNB,10/17/2016,54.7,56.35,54.7,56.1,56160,1492362
PTC,10/17/2016,220,220,150,154,95920,19120
RCB,10/17/2016,35.7,35.8,35.7,35.8,130800,2018585
SECB,10/17/2016,216,220,216,218.8,906950,-100251122
UBP,10/17/2016,75,75.2,74.8,75,20100,769493
AGF,10/17/2016,3.45,3.5,3.45,3.5,11000,0
BKR,10/17/2016,1.27,1.32,1.25,1.3,136000,18200
BLFI,10/17/2016,3.8,3.95,3.77,3.78,91000,0
COL,10/17/2016,16.6,17,16.6,16.6,110000,-766280
FAF,10/17/2016,0.68,0.72,0.68,0.68,115000,0
I,10/17/2016,1.81,1.81,1.81,1.81,7000,0
MED,10/17/2016,0.79,1.03,0.79,0.97,125567000,-4104900
MFC,10/17/2016,675,675,675,675,40,0
NRCP,10/17/2016,0.87,0.87,0.87,0.87,10000,0
PSE,10/17/2016,260,260,260,260,340,0
SLF,10/17/2016,1505,1505,1505,1505,30,0
V,10/17/2016,1.41,1.41,1.41,1.41,161000,0
^INDUSTRIAL,10/17/2016,11606.17,11635.6,11514.39,11514.39,67316,-215704
ACR,10/17/2016,1.45,1.49,1.41,1.41,2231000,-2366810
AP,10/17/2016,44.6,46.3,44.5,45.8,1824300,5782685
EDC,10/17/2016,5.9,5.94,5.81,5.87,4947300,-9984238
FGEN,10/17/2016,23.5,23.95,23.45,23.45,561700,-914525
FPH,10/17/2016,71.5,71.7,70.5,70.95,119860,-6343892
MER,10/17/2016,298,298,283.2,283.2,540130,-60920124
MWC,10/17/2016,30.05,31.35,30,31.25,4746700,1546070
PCOR,10/17/2016,10.6,10.6,10.44,10.5,1517800,3948206
PHEN,10/17/2016,2.15,2.2,2.14,2.2,2332000,4903650
PNX,10/17/2016,5.89,5.96,5.89,5.95,1285200,-4134070
ANI,10/17/2016,3.92,4.12,3.88,3.97,3388000,-1973300
BMM,10/17/2016,63.1,63.1,63.1,63.1,580,0
CAT,10/17/2016,167,167,167,167,100,0
CNPF,10/17/2016,15.58,15.6,15.44,15.5,2948000,1145832
DMPL,10/17/2016,12.18,12.2,12.02,12.2,16000,0
DNL,10/17/2016,11.02,11.1,10.96,10.96,2092300,10489170
EMP,10/17/2016,7.29,7.38,7.28,7.38,712800,-1936551
FOOD,10/17/2016,0.88,0.97,0.86,0.95,8585000,17300
GSMI,10/17/2016,12,12,12,12,20000,0
JFC,10/17/2016,241,244.6,236.6,236.6,305360,-36385150
LFM,10/17/2016,61,79.8,60,79.8,16610,0
MAXS,10/17/2016,27.4,27.4,26.8,27.35,255600,-1408630
MG,10/17/2016,0.245,0.255,0.245,0.255,1060000,0
PF,10/17/2016,215,219.8,215,219.8,200,0
PIP,10/17/2016,3,3.13,3,3.12,2712000,2727380
RFM,10/17/2016,4.18,4.2,4.16,4.16,167000,374200
ROX,10/17/2016,3.39,3.39,3.39,3.39,3000,0
SFI,10/17/2016,0.147,0.147,0.144,0.145,2520000,36000
URC,10/17/2016,179,179.1,175.1,175.5,1173680,-105313580
VITA,10/17/2016,2.2,2.24,2.12,2.13,4059000,-3411710
VMC,10/17/2016,4.62,4.62,4.62,4.62,20000,0
ABG,10/17/2016,15.5,15.6,14.98,15.6,8500,0
CA,10/17/2016,98,100,98,100,410,0
CHP,10/17/2016,11.12,11.18,10.92,10.92,11424800,-23632674
DAVIN,10/17/2016,6.13,6.2,6.13,6.2,129200,0
EEI,10/17/2016,7.25,7.33,7.25,7.3,131900,-550168
HLCM,10/17/2016,16.2,16.2,16.1,16.2,24500,-143646
MWIDE,10/17/2016,14.48,15.1,14.48,14.86,2637700,12247990
PHN,10/17/2016,11.12,11.54,10.04,11.54,46400,11020
T,10/17/2016,1.7,1.72,1.68,1.69,189000,0
VUL,10/17/2016,1.19,1.23,1.18,1.23,161000,0
CROWN,10/17/2016,2.05,2.07,2.03,2.07,622000,-10350
EURO,10/17/2016,1.83,1.83,1.83,1.83,3000,0
LMG,10/17/2016,1.96,1.96,1.96,1.96,4000,0
MVC,10/17/2016,4.1,4.18,4.1,4.18,38000,0
PPC,10/17/2016,3.33,3.42,3.32,3.4,388000,-583270
CIC,10/17/2016,60,60,60,60,21270,51000
IMI,10/17/2016,5.8,5.96,5.8,5.92,723000,1022921
ION,10/17/2016,1.98,2.02,1.98,2.02,216000,0
PMPC,10/17/2016,4.6,4.6,4.5,4.5,50000,0
PSPC,10/17/2016,1.47,1.47,1.46,1.46,67000,4380
TECH,10/17/2016,23.4,23.5,23.4,23.5,265300,0
^HOLDING,10/17/2016,7379.33,7471.86,7373.65,7417.18,70302,231682
ABA,10/17/2016,0.375,0.375,0.37,0.37,30000,0
AC,10/17/2016,838,860,838,845,339450,134906560
AEV,10/17/2016,75.05,77,74.5,75.55,1034140,-21048532
AGI,10/17/2016,15.1,15.2,15.02,15.12,3371000,-32019190
ANS,10/17/2016,6.01,6.01,6.01,6.01,5300,0
APO,10/17/2016,1.26,1.28,1.26,1.28,20000,0
ATN,10/17/2016,0.34,0.345,0.33,0.345,1260000,0
ATNB,10/17/2016,0.355,0.355,0.355,0.355,20000,0
COSCO,10/17/2016,8.13,8.37,8.13,8.18,1005100,3091439
DMC,10/17/2016,12.68,13.2,12.54,12.96,12512700,54939074
FDC,10/17/2016,8.1,8.1,8.05,8.1,521400,2711740
FPI,10/17/2016,0.2,0.204,0.2,0.2,130000,8000
GTCAP,10/17/2016,1355,1356,1336,1340,124165,-8368315
HI,10/17/2016,6.1,6.27,6.1,6.16,1500,0
JGS,10/17/2016,71.1,71.95,70.35,71.3,2440300,-12768919
LIHC,10/17/2016,0.78,0.78,0.77,0.77,82000,0
LPZ,10/17/2016,7.94,8,7.88,8,1512200,-3205762
LTG,10/17/2016,15.1,15.64,15,15.62,8737400,51815770
MPI,10/17/2016,7.11,7.24,7.08,7.13,16974000,56468898
PA,10/17/2016,0.037,0.038,0.036,0.037,17000000,0
SGI,10/17/2016,1.18,1.2,1.18,1.2,312000,0
SM,10/17/2016,662.5,670,662,665,167450,3206230
SMC,10/17/2016,80,81,80,81,80770,1945544
SPM,10/17/2016,2.28,2.28,2.28,2.28,33000,0
TFHI,10/17/2016,233,233.6,206.4,233.6,18860,0
UNI,10/17/2016,0.305,0.305,0.305,0.305,1310000,0
WIN,10/17/2016,0.193,0.193,0.193,0.193,50000,0
^PROPERTY,10/17/2016,3268.69,3279.18,3220.86,3220.86,255066,-379361
ALCO,10/17/2016,0.265,0.27,0.265,0.27,620000,0
ALI,10/17/2016,36.8,36.85,36.1,36.2,28734700,-260978410
ARA,10/17/2016,2.35,2.35,2.21,2.3,1238000,0
BEL,10/17/2016,2.78,2.83,2.74,2.76,1488000,-2226670
BRN,10/17/2016,1.05,1.12,1.05,1.11,1123000,-7700
CDC,10/17/2016,1.05,1.05,1.05,1.05,51000,0
CEI,10/17/2016,0.152,0.152,0.149,0.15,5140000,0
CHI,10/17/2016,5.06,5.15,5.06,5.12,75600,360500
CPG,10/17/2016,0.57,0.58,0.56,0.57,2256000,11080
CYBR,10/17/2016,0.55,0.69,0.55,0.66,69404000,176650
DD,10/17/2016,54.05,55,53.3,53.8,522370,-4309688
ELI,10/17/2016,0.74,0.76,0.74,0.75,758000,-460380
FLI,10/17/2016,1.78,1.81,1.77,1.78,7372000,5299680
GERI,10/17/2016,0.99,1,0.98,0.98,3061000,-49500
HOUSE,10/17/2016,7.25,7.4,7.23,7.4,128800,836158
IRC,10/17/2016,1.11,1.15,1.11,1.15,202000,7850
LAND,10/17/2016,1.25,1.25,1.25,1.25,1000,0
MEG,10/17/2016,4.17,4.3,4.16,4.25,50489000,-34961850
MRC,10/17/2016,0.166,0.168,0.16,0.168,58540000,170710
PRMX,10/17/2016,3.49,3.49,3.37,3.41,1277000,0
RLC,10/17/2016,29.5,29.8,28.8,29,1976600,-13577045
RLT,10/17/2016,0.4,0.41,0.4,0.41,70000,0
ROCK,10/17/2016,1.61,1.62,1.57,1.6,500000,-383620
SHNG,10/17/2016,3.29,3.3,3.25,3.25,170000,16299
SLI,10/17/2016,1.06,1.07,1.03,1.07,875000,0
SMPH,10/17/2016,26.8,27.4,26.1,26.1,5866300,-67159015
SUN,10/17/2016,1.01,1.01,1,1,301000,0
TFC,10/17/2016,34.6,34.6,31.05,31.05,4900,19920
