^FINANCIAL,03/17/2017,1828.28,1864.54,1826.69,1861.58,2011039,100497
AUB,03/17/2017,48.95,48.95,48.5,48.95,32900,1386360
BDO,03/17/2017,123.3,127.5,123,125,8946840,125653389
BPI,03/17/2017,97.5,103,97.5,102.4,3048170,136193646
CHIB,03/17/2017,40.2,40.35,40.1,40.3,452300,6962370
EW,03/17/2017,20.45,20.7,20.45,20.65,108000,1100935
MBT,03/17/2017,78.65,80,78.65,80,2786850,35460351
PBB,03/17/2017,14.6,14.72,14.6,14.72,57900,0
PNB,03/17/2017,56.6,56.7,56.5,56.6,148590,-6269859
PSB,03/17/2017,87,87,87,87,1500,0
PTC,03/17/2017,115,115,115,115,40,0
RCB,03/17/2017,39,39.5,38.75,39,104200,-654424
SECB,03/17/2017,204,204,200.6,201,1552430,-198939088
UBP,03/17/2017,79.5,79.75,79.5,79.65,88540,-64421
AGF,03/17/2017,3.15,3.2,3.1,3.1,32000,0
BKR,03/17/2017,1.23,1.23,1.23,1.23,25000,0
BLFI,03/17/2017,4,4.05,4,4.05,9000,0
COL,03/17/2017,16,16,15.72,15.9,40000,-237050
FFI,03/17/2017,7.72,7.72,7.72,7.72,3300,0
I,03/17/2017,1.64,1.64,1.64,1.64,5000,0
MED,03/17/2017,0.68,0.71,0.68,0.71,4839000,-94430
MFC,03/17/2017,835,835,835,835,10,0
NRCP,03/17/2017,0.72,0.73,0.72,0.72,257000,0
PSE,03/17/2017,242,242,240,240,60,0
SLF,03/17/2017,1750,1750,1750,1750,110,0
^INDUSTRIAL,03/17/2017,11109.63,11113.5,11024.83,11062.64,2801633,167594
ACR,03/17/2017,1.39,1.39,1.38,1.38,137000,0
AP,03/17/2017,43.3,43.5,43.1,43.5,3092500,48938565
BSC,03/17/2017,0.265,0.27,0.26,0.27,4760000,210700
EDC,03/17/2017,5.98,6.04,5.91,6.04,50584300,122193774
FGEN,03/17/2017,22.3,22.5,22.3,22.45,1683100,27665385
FPH,03/17/2017,72.8,73.45,72.7,73.35,106820,2484872
H2O,03/17/2017,3.74,3.74,3.7,3.7,2000,0
MER,03/17/2017,293.2,293.2,289.8,290,395770,-35500292
MWC,03/17/2017,30,31.2,29.9,30.75,2405200,47476465
PCOR,03/17/2017,9,9.14,9,9.1,4341900,-11747643
PHEN,03/17/2017,2.29,2.29,2.26,2.26,455000,427739
PNX,03/17/2017,7.23,7.49,7.17,7.4,4896100,-550346
