^FINANCIAL,11/23/2016,1688.67,1688.67,1656.62,1669.4,25733,-521827
AUB,11/23/2016,47.5,47.6,47.2,47.6,9600,422820
BDO,11/23/2016,110.9,111.7,110.5,111.1,2278250,-7831770
BPI,11/23/2016,92.95,94,91.2,94,754120,-39953861
CHIB,11/23/2016,37.8,37.95,37.6,37.6,26200,0
EW,11/23/2016,18.94,19.26,18.94,19,66800,97064
MBT,11/23/2016,74.15,74.15,70.5,70.7,7812370,-356705757
PBB,11/23/2016,14.1,14.2,14.1,14.1,75400,0
PBC,11/23/2016,21.2,21.2,21.2,21.2,5000,0
PNB,11/23/2016,55.4,55.7,55.3,55.45,12000,209177
PSB,11/23/2016,92.05,97.9,92,95,600,0
PTC,11/23/2016,132,132,131,131,310,0
RCB,11/23/2016,35.8,35.8,35.6,35.75,321800,968605
SECB,11/23/2016,198.5,198.5,188.1,189.5,1092380,-113638175
UBP,11/23/2016,75,75.1,74.2,74.6,48540,561921
BKR,11/23/2016,1.25,1.32,1.25,1.32,16000,0
BLFI,11/23/2016,3.74,3.74,3.74,3.74,1000,0
COL,11/23/2016,16.7,16.7,16.7,16.7,500,0
FFI,11/23/2016,6.6,6.6,6.6,6.6,6000,0
MED,11/23/2016,0.73,0.73,0.69,0.71,13114000,-5966390
MFC,11/23/2016,730,750,710,715,300,0
NRCP,11/23/2016,0.8,0.84,0.78,0.81,61000,0
PSE,11/23/2016,255.8,255.8,255.8,255.8,160,0
SLF,11/23/2016,1705,1749,1700,1700,430,8745
V,11/23/2016,1.31,1.31,1.31,1.31,30000,0
^INDUSTRIAL,11/23/2016,11044.45,11065.52,10932.17,10998.79,57898,-172151
ACR,11/23/2016,1.29,1.32,1.29,1.31,452000,0
AP,11/23/2016,42.45,43.2,41.7,42.4,2642300,-54776935
EDC,11/23/2016,5.02,5.12,5.02,5.09,9583400,-9542150
FGEN,11/23/2016,22.3,22.45,21.65,21.8,2951700,-15753965
FPH,11/23/2016,68.9,68.9,66.7,67.6,102380,-1280028
MER,11/23/2016,274,274,267.6,268,485120,-74802406
MWC,11/23/2016,30.4,30.4,29.85,29.95,635300,-6575270
PCOR,11/23/2016,9.29,9.3,9,9.1,5898600,-32077916
PHEN,11/23/2016,2.1,2.1,2.05,2.08,2151000,2657400
PNX,11/23/2016,5.75,5.8,5.73,5.8,79100,0
SHLPH,11/23/2016,67.5,68.2,67.2,67.4,2075570,10819673
VVT,11/23/2016,31.2,31.2,31.2,31.2,700,0
ANI,11/23/2016,4.05,4.08,3.82,4,1169000,91040
BMM,11/23/2016,96,102.9,90,90,820,0
CAT,11/23/2016,24.9,25,23.1,25,3800,0
CNPF,11/23/2016,17.44,17.44,17.08,17.14,1245400,7641837
DMPL,11/23/2016,12.26,12.26,11.88,12,31900,-59532
DNL,11/23/2016,11,11.06,11,11.04,860100,4008502
EMP,11/23/2016,6.95,7.14,6.95,7.14,324600,7626
FOOD,11/23/2016,0.89,0.89,0.87,0.88,308000,0
JFC,11/23/2016,216,216,208.6,210,620200,-50973158
LFM,11/23/2016,78,84.75,78,84.75,30,0
MAXS,11/23/2016,26.4,26.5,26,26.5,189300,-1146140
PF,11/23/2016,224.2,224.2,220,222,130,0
PIP,11/23/2016,3.18,3.22,3.18,3.2,1177000,2866350
RFM,11/23/2016,4.4,4.4,4.39,4.4,354000,756680
SFI,11/23/2016,0.143,0.145,0.142,0.142,1890000,0
URC,11/23/2016,176.2,178,173.9,178,1271060,72593418
VITA,11/23/2016,2.02,2.03,1.86,1.9,6483000,201039
VMC,11/23/2016,4.12,4.12,4.07,4.07,22000,0
ABG,11/23/2016,23.25,26,23.25,26,294600,675735
CA,11/23/2016,102,110,100,100,850,0
