^FINANCIAL,01/13/2017,1752.01,1755.06,1745.78,1747.62,598652,-80377
AUB,01/13/2017,47.9,47.9,47.55,47.9,8600,239140
BDO,01/13/2017,112,112.7,111.9,112.5,711150,9896050
BPI,01/13/2017,92.55,92.55,91.8,91.8,443530,2542031
CHIB,01/13/2017,38.45,38.45,38.4,38.45,80500,384000
EW,01/13/2017,19.1,19.2,19,19.16,106900,391598
MBT,01/13/2017,78.3,78.5,78,78,3078240,15789245
PBB,01/13/2017,14.24,14.24,14.22,14.22,40000,0
PNB,01/13/2017,55.5,55.5,54.8,54.8,10830,99752
PSB,01/13/2017,90.3,90.3,90.3,90.3,20,1806
PTC,01/13/2017,149,149,145,145,30,0
RCB,01/13/2017,34.95,36,34.95,36,700000,1483480
SECB,01/13/2017,217,217.4,213.4,214.2,843360,-106363946
UBP,01/13/2017,76.3,76.35,76.2,76.25,97050,322734
AGF,01/13/2017,3.9,3.9,3.75,3.75,96000,0
BKR,01/13/2017,1.46,1.46,1.45,1.45,399000,0
BLFI,01/13/2017,4,4.14,4,4.14,198000,0
COL,01/13/2017,16.2,16.2,16.1,16.1,34100,-325620
FAF,01/13/2017,0.68,0.68,0.68,0.68,17000,0
FFI,01/13/2017,6.79,6.79,6.58,6.58,18000,0
I,01/13/2017,1.7,1.7,1.65,1.65,401000,0
MED,01/13/2017,0.65,0.69,0.64,0.67,10535000,46150
MFC,01/13/2017,791,791,770,770,280,0
NRCP,01/13/2017,0.78,0.78,0.76,0.77,395000,8360
PSE,01/13/2017,238.2,238.2,230,230,31390,-4891942
SLF,01/13/2017,1675,1675,1675,1675,20,0
^INDUSTRIAL,01/13/2017,11199.96,11240.68,11171.5,11205.82,1194606,68286
ACR,01/13/2017,1.44,1.44,1.4,1.41,528000,0
AP,01/13/2017,43.8,44,43.5,43.85,1729100,18360240
BSC,01/13/2017,0.214,0.215,0.208,0.208,420000,0
EDC,01/13/2017,5.3,5.36,5.2,5.3,13738400,19477783
FGEN,01/13/2017,21.95,22.2,21.75,22.2,1636100,640410
FPH,01/13/2017,69.1,69.35,68.9,68.9,52150,-188136
MER,01/13/2017,278.8,283.4,276.8,278,218570,7510732
MWC,01/13/2017,29.75,30.15,29.5,29.5,3623800,-77168045
PCOR,01/13/2017,9.84,9.9,9.7,9.7,4550100,-15770316
PHEN,01/13/2017,2.31,2.32,2.3,2.32,846000,818800
PNX,01/13/2017,5.72,5.78,5.65,5.74,293900,-1596782
SHLPH,01/13/2017,74.95,75.2,74.3,75.2,1107820,32137073
SPC,01/13/2017,4.26,4.28,4.26,4.28,24000,0
ANI,01/13/2017,4.55,4.58,4.41,4.48,939000,21800
BMM,01/13/2017,87.05,94,86,94,18250,0
CAT,01/13/2017,19.6,19.9,19.6,19.8,1900,0
CNPF,01/13/2017,16,16.12,15.96,15.96,897100,-6019532
DMPL,01/13/2017,11.98,12.1,11.96,11.98,30400,0
DNL,01/13/2017,12.5,12.7,12.4,12.6,10755300,54248850
EMP,01/13/2017,7.31,7.4,7.19,7.4,257700,-88309
FOOD,01/13/2017,0.91,0.91,0.86,0.86,1021000,880
GSMI,01/13/2017,12.3,12.3,12.3,12.3,23200,0
JFC,01/13/2017,214,215.6,211,212,355890,-23854948
MACAY,01/13/2017,28.6,28.6,28.6,28.6,300,0
MAXS,01/13/2017,27.8,27.9,27.1,27.9,732300,-10540620
PF,01/13/2017,233,238,230,238,16660,0
PIP,01/13/2017,3.3,3.3,3.22,3.3,211000,-35660
PIZZA,01/13/2017,11.68,11.76,11.62,11.76,2320300,3874954
RFM,01/13/2017,5.02,5.05,5,5.05,1652400,1409735
ROX,01/13/2017,2.79,2.8,2.76,2.76,91000,72550
SFI,01/13/2017,0.147,0.147,0.145,0.145,870000,0
URC,01/13/2017,174.1,175.2,172.3,175,820900,71966845
VITA,01/13/2017,1.9,1.92,1.84,1.85,6299000,18740
VMC,01/13/2017,4.4,4.4,4.3,4.3,9000,0
ABG,01/13/2017,18.82,18.82,17.8,17.8,40500,0
CA,01/13/2017,105,105,96.35,103.3,490,0
CAB,01/13/2017,109,109,105,105,610,0
CHP,01/13/2017,11.88,11.9,11.66,11.8,10176100,1721384
DAVIN,01/13/2017,6.45,6.6,6.45,6.45,555900,0
EEI,01/13/2017,6.49,6.49,6.27,6.36,160100,-471202
HLCM,01/13/2017,16,16.5,16,16.02,21800,-199650
MWIDE,01/13/2017,14.6,14.6,14.44,14.44,910000,-7623290
PHN,01/13/2017,11.34,11.58,10.26,11.58,44800,0
T,01/13/2017,1.53,1.56,1.5,1.54,285000,0
VUL,01/13/2017,1.09,1.14,1.07,1.14,83000,0
CROWN,01/13/2017,1.96,1.98,1.96,1.97,121000,0
LMG,01/13/2017,2.6,2.61,2.59,2.59,167000,0
MVC,01/13/2017,3.95,3.95,3.71,3.71,4000,0
PPC,01/13/2017,5.2,5.2,5.11,5.2,153400,0
CIC,01/13/2017,60,60,60,60,8340,-500400
IMI,01/13/2017,6.12,6.13,6.1,6.1,92200,62630
ION,01/13/2017,1.91,1.91,1.81,1.83,1075000,-30
PSPC,01/13/2017,1.61,1.63,1.58,1.58,251000,0
TECH,01/13/2017,22.85,23,22.85,23,34200,0
^HOLDING,01/13/2017,7382.24,7423.11,7371.11,7373.6,1145814,155510
ABA,01/13/2017,0.435,0.435,0.415,0.425,11140000,0
AC,01/13/2017,793.5,797.5,790,792,353420,67773855
AEV,01/13/2017,74.85,74.85,74.75,74.8,421490,6347370
AGI,01/13/2017,13.4,13.56,13.14,13.2,2970400,-17798758
ANS,01/13/2017,6,6,6,6,174100,0
APO,01/13/2017,1.22,1.22,1.22,1.22,7000,0
ATN,01/13/2017,0.33,0.33,0.305,0.31,1370000,0
COSCO,01/13/2017,8.92,8.96,8.86,8.92,496700,1698592
DMC,01/13/2017,13.4,13.4,13.06,13.08,7529600,-3325514
FDC,01/13/2017,7.91,8.1,7.91,8.1,2900,0
FPI,01/13/2017,0.188,0.188,0.187,0.187,20000,0
