^FINANCIAL,08/18/2016,1834.57,1839.49,1828.2,1835.14,9767,-78288
AUB,08/18/2016,47,47.7,46.6,47.7,22600,691130
BDO,08/18/2016,113.7,115,113.7,113.9,998930,-28376627
BPI,08/18/2016,104.1,105,104.1,104.7,1632190,32983829
CHIB,08/18/2016,38.2,38.2,38.15,38.15,42800,76300
EW,08/18/2016,21.8,22.25,21.55,21.55,973000,-7153885
MBT,08/18/2016,90,90,89.8,89.8,2257110,-60815985
PBB,08/18/2016,14.68,14.68,14.66,14.68,99200,0
PBC,08/18/2016,24,24,24,24,5200,0
PNB,08/18/2016,61,61,60.5,60.6,259070,-11316986
PTC,08/18/2016,321,321,321,321,10,0
RCB,08/18/2016,32.5,32.5,32.2,32.3,64000,81190
SECB,08/18/2016,217,217.2,210.8,215.8,1080720,-8297834
UBP,08/18/2016,73.5,73.5,73,73.25,59960,455542
AGF,08/18/2016,3.35,3.45,3.3,3.45,76000,0
BKR,08/18/2016,1.44,1.5,1.4,1.48,131000,0
BLFI,08/18/2016,3.85,3.85,3.8,3.8,4000,0
COL,08/18/2016,16.78,16.78,16.5,16.5,71700,-891154
I,08/18/2016,1.92,1.93,1.92,1.92,51000,0
MED,08/18/2016,0.63,0.63,0.61,0.63,1413000,62000
MFC,08/18/2016,590,600,590,600,120,0
NRCP,08/18/2016,0.9,0.9,0.89,0.89,140000,0
PSE,08/18/2016,280,283,277,280,61160,4213510
^INDUSTRIAL,08/18/2016,12083.68,12163.55,12082.08,12163.55,170341,56005
ACR,08/18/2016,1.85,1.85,1.76,1.8,3111000,66700
AP,08/18/2016,45.85,46.4,45.6,45.85,1175100,19465945
EDC,08/18/2016,5.95,6.02,5.93,6,17159700,10426802
FGEN,08/18/2016,24.95,25.6,24.95,25.6,2979900,30095645
FPH,08/18/2016,71.1,71.3,70.9,71.3,385600,-159482
H2O,08/18/2016,3.16,3.16,3.16,3.16,85000,0
MER,08/18/2016,326.2,326.8,324.4,325,355420,-10618644
MWC,08/18/2016,27,27.05,26.7,26.8,1015400,6521540
PCOR,08/18/2016,11.22,11.32,11.1,11.32,1196900,-743724
PNX,08/18/2016,6.25,6.35,6.19,6.34,1803900,-3222892
TA,08/18/2016,2.34,2.38,2.32,2.35,596000,0
ANI,08/18/2016,3.29,3.29,3.1,3.2,901000,-158050
CNPF,08/18/2016,17.08,17.3,17.04,17.16,2295100,-2332177
DMPL,08/18/2016,12.7,12.72,12.5,12.5,190300,0
DNL,08/18/2016,11.4,11.48,11.28,11.3,2790800,4786892
EMP,08/18/2016,7.56,7.69,7.56,7.69,750400,513904
FOOD,08/18/2016,0.8,0.83,0.8,0.83,581000,0
GSMI,08/18/2016,12.8,12.8,12.8,12.8,3800,0
JFC,08/18/2016,251.2,252.8,250.4,252.8,277070,-6240660
LFM,08/18/2016,42,42,42,42,500,0
MACAY,08/18/2016,30,30,30,30,100,0
MAXS,08/18/2016,33,33,32,32,883000,-1828040
MG,08/18/2016,0.26,0.26,0.255,0.26,380000,12750
PF,08/18/2016,230,230,223,223,45840,-1377672
PIP,08/18/2016,3.4,3.41,3.4,3.4,929000,2647400
RCI,08/18/2016,2.21,2.21,2.21,2.21,55000,0
RFM,08/18/2016,4.2,4.21,4.19,4.21,17000,20950
ROX,08/18/2016,3.71,3.71,3.68,3.7,49000,0
SFI,08/18/2016,0.154,0.159,0.154,0.157,5040000,0
URC,08/18/2016,187.7,190.7,187,190,6169540,-85187441
VITA,08/18/2016,2.05,2.15,2.02,2.15,48794000,2239979
VMC,08/18/2016,4.72,4.72,4.71,4.71,7000,0
ABG,08/18/2016,12.76,13.6,12.76,12.82,4900,0
CA,08/18/2016,149.1,152.9,149,152.9,350,0
CHP,08/18/2016,12.36,12.52,12.2,12.38,21514900,41595660
