^FINANCIAL,03/03/2017,1795.9,1802.32,1790.76,1802.32,854665,-88498
AUB,03/03/2017,48.35,48.35,48,48.35,5600,241645
BDO,03/03/2017,117.5,117.9,117,117.6,3441690,-54546860
BPI,03/03/2017,96.2,97,94.9,96.8,1409280,-17977854
CHIB,03/03/2017,39.95,40,39.95,40,83200,-792000
EW,03/03/2017,19.98,20.15,19.92,19.96,1474400,-2762907
MBT,03/03/2017,80,81.75,80,81.5,1673480,22008684
PBB,03/03/2017,14.5,14.54,14.5,14.54,62500,0
PBC,03/03/2017,26.1,26.3,26.1,26.3,6400,2610
PNB,03/03/2017,57.6,57.6,57,57.25,7330,-229477
PSB,03/03/2017,90,90,89.2,89.2,230,0
PTC,03/03/2017,116,118,113,113,620,0
RCB,03/03/2017,40.5,40.5,39.6,39.65,30000,-497615
SECB,03/03/2017,200.2,200.2,197,198,438730,-34070890
UBP,03/03/2017,79.05,79.95,79.05,79.95,34820,1216700
AGF,03/03/2017,3.26,3.4,3.26,3.4,2000,0
BKR,03/03/2017,1.26,1.26,1.26,1.26,5000,0
BLFI,03/03/2017,4.35,4.35,4.3,4.3,13000,0
COL,03/03/2017,16,16,16,16,99900,-1580800
FFI,03/03/2017,7.73,7.73,7.73,7.73,100,0
I,03/03/2017,1.69,1.7,1.69,1.7,135000,0
MED,03/03/2017,0.66,0.68,0.66,0.66,1788000,0
MFC,03/03/2017,840,840,840,840,620,252000
NRCP,03/03/2017,0.74,0.74,0.74,0.74,4000,0
PSE,03/03/2017,240,240,238.6,239,2820,238600
SLF,03/03/2017,1760,1790,1760,1790,160,-150
V,03/03/2017,1.22,1.22,1.22,1.22,2000,0
^INDUSTRIAL,03/03/2017,11114.7,11114.7,11068.14,11096.38,1251228,-57810
ACR,03/03/2017,1.47,1.47,1.44,1.47,679000,-2900
AP,03/03/2017,43.2,43.75,43,43.75,916000,111080
BSC,03/03/2017,0.29,0.295,0.28,0.285,6920000,0
EDC,03/03/2017,5.8,5.89,5.79,5.82,6098900,-3450914
FGEN,03/03/2017,21.35,21.35,21.1,21.3,495200,-990005
FPH,03/03/2017,73.8,73.8,72.9,73.1,19270,-47610
H2O,03/03/2017,3.84,3.88,3.76,3.76,15000,0
MER,03/03/2017,293,293.6,291.8,293.6,38620,-1043380
MWC,03/03/2017,31.65,31.65,31,31.4,1009500,9555245
PCOR,03/03/2017,8.78,8.87,8.78,8.87,1495800,-10239538
PHEN,03/03/2017,2.32,2.32,2.3,2.3,299000,533599
PNX,03/03/2017,7.01,7.13,7,7.03,601500,-355000
SHLPH,03/03/2017,78,78.3,77.85,77.9,1197210,-3115621
SPC,03/03/2017,4.39,4.52,4.39,4.52,39000,0
ANI,03/03/2017,5.5,5.56,5.4,5.5,503700,717670
BMM,03/03/2017,97,98.15,97,98.15,140,0
CAT,03/03/2017,14.7,14.72,14.7,14.7,9900,0
CNPF,03/03/2017,16.7,16.74,16.38,16.66,2044100,27076280
DMPL,03/03/2017,12,12.06,11.96,11.96,3300,0
DNL,03/03/2017,13.06,13.06,12.78,12.82,3993500,14491226
EMP,03/03/2017,6.89,6.99,6.86,6.9,3790200,-3963261
FOOD,03/03/2017,0.85,0.85,0.84,0.85,214000,0
GSMI,03/03/2017,12.44,12.44,12.3,12.3,8500,0
JFC,03/03/2017,203.4,203.4,200,201,471400,-28389552
LFM,03/03/2017,73.5,73.5,73.5,73.5,10,0
MAXS,03/03/2017,26.85,26.9,26.3,26.9,1040200,-9628815
MG,03/03/2017,0.29,0.29,0.265,0.265,17000000,25100
PF,03/03/2017,266.8,266.8,266.8,266.8,200,0
PIP,03/03/2017,3.5,3.54,3.49,3.5,291000,330370
PIZZA,03/03/2017,12.48,12.7,12.2,12.66,5833500,28537584
RFM,03/03/2017,5,5,5,5,42000,-30000
ROX,03/03/2017,2.75,2.75,2.75,2.75,3000,0
SFI,03/03/2017,0.147,0.147,0.146,0.146,1050000,0
URC,03/03/2017,163,163.3,161.4,163,1973160,1535500
VITA,03/03/2017,1.72,1.72,1.68,1.7,1037000,-10320
ABG,03/03/2017,20.15,20.2,19,19.8,15400,0
CA,03/03/2017,95,97.2,95,95,350,0
CAB,03/03/2017,99,100,99,100,5470,-500000
CHP,03/03/2017,8.5,8.65,8.15,8.28,27443500,-77196138
