^FINANCIAL,10/25/2016,1819.48,1840.85,1819.48,1838.85,1398398,113666
AUB,10/25/2016,48,48,47.5,47.9,10700,474210
BDO,10/25/2016,111.5,115.3,111.5,114.9,3355380,163262312
BPI,10/25/2016,103.2,104.8,103.2,103.5,1634210,-66394762
CHIB,10/25/2016,38.05,38.05,37.6,38,26100,-512220
EW,10/25/2016,19.7,19.88,19.64,19.7,335300,-35420
MBT,10/25/2016,84.9,87.2,84.9,87.1,6207190,33754297
PBB,10/25/2016,14.16,14.16,14.16,14.16,29900,0
PNB,10/25/2016,58.5,58.5,57,58.5,60450,612480
PSB,10/25/2016,101.1,101.1,96.95,96.95,170,0
PTC,10/25/2016,150,152.8,148,152.5,540,0
RCB,10/25/2016,36.2,37.1,36.2,36.5,116600,3931075
SECB,10/25/2016,226.8,226.8,222.2,222.2,445150,-21474862
UBP,10/25/2016,75.5,75.5,75,75,2070,32280
BKR,10/25/2016,1.38,1.44,1.32,1.44,100000,0
BLFI,10/25/2016,3.72,3.89,3.72,3.72,38000,0
COL,10/25/2016,16.56,16.56,16.4,16.4,1200,-11500
MED,10/25/2016,0.87,0.87,0.84,0.86,5416000,0
MFC,10/25/2016,665,665,660,660,70,0
NRCP,10/25/2016,0.88,0.88,0.88,0.88,3000,0
PSE,10/25/2016,260,261,260,260,3040,28600
SLF,10/25/2016,1495,1495,1490,1490,250,0
V,10/25/2016,1.41,1.41,1.4,1.41,91000,0
^INDUSTRIAL,10/25/2016,11836.49,11859.84,11771.5,11771.5,1110331,-45822
ACR,10/25/2016,1.47,1.49,1.47,1.47,447000,0
AP,10/25/2016,45.25,45.45,45.2,45.35,840600,-29697230
BSC,10/25/2016,0.214,0.214,0.204,0.204,120000,0
EDC,10/25/2016,5.93,5.95,5.89,5.9,3000200,-12204411
FGEN,10/25/2016,23.45,23.5,23.3,23.45,566600,5901740
FPH,10/25/2016,71.1,71.1,70,70,252850,-16490829
MER,10/25/2016,290,290.6,288,288,72780,-11591478
MWC,10/25/2016,30.7,30.85,30.5,30.85,2532400,2595710
PCOR,10/25/2016,10.56,10.66,10.52,10.52,1492200,-3940256
PHEN,10/25/2016,2.2,2.21,2.19,2.2,1628000,1352700
PNX,10/25/2016,6,6,5.86,5.86,223100,-862675
SPC,10/25/2016,4.2,4.5,4,4.44,215000,0
ANI,10/25/2016,3.83,3.89,3.79,3.85,999000,0
BMM,10/25/2016,111.9,135,107,114.5,11690,-5000
CAT,10/25/2016,25,31.5,23,31.5,149700,0
CNPF,10/25/2016,16.7,17.2,16.7,17.06,2135600,2365062
DMPL,10/25/2016,12.38,12.92,12.38,12.92,452600,13904
DNL,10/25/2016,11.42,11.5,11.14,11.28,9140700,21555334
EMP,10/25/2016,7.41,7.5,7.35,7.35,136500,-546246
FOOD,10/25/2016,1,1.03,0.99,1.02,3846000,-226000
JFC,10/25/2016,248,250,246,246,347960,-5622090
LFM,10/25/2016,86,93.5,77,88.8,2680,0
MAXS,10/25/2016,27.9,28.15,27.7,28.15,166300,-271900
MG,10/25/2016,0.249,0.255,0.249,0.255,410000,0
PF,10/25/2016,223.8,225,223,225,1650,0
PIP,10/25/2016,3.08,3.17,3.08,3.1,3087000,1018060
RFM,10/25/2016,4.29,4.3,4.28,4.29,2053000,-3779670
ROX,10/25/2016,3.2,3.24,3.2,3.2,24000,0
SFI,10/25/2016,0.147,0.148,0.146,0.147,920000,0
URC,10/25/2016,185,185,181.5,182.8,1752070,31828284
VITA,10/25/2016,2.22,2.32,2.2,2.22,15769000,100650
VMC,10/25/2016,4.58,4.58,4.36,4.57,16000,0
ABG,10/25/2016,15.12,15.3,15.12,15.2,600,0
CA,10/25/2016,102,102,100,100,580,0
CHP,10/25/2016,11.42,11.54,11.38,11.38,9156900,-37106948
DAVIN,10/25/2016,6.85,7.15,6.62,7.03,844100,35665
EEI,10/25/2016,7.53,7.53,7.43,7.5,834200,-661411
HLCM,10/25/2016,16.64,16.64,16.5,16.6,76900,1225980
MWIDE,10/25/2016,16.5,16.54,16.28,16.3,2167300,18042342
PHN,10/25/2016,11.22,11.56,11.2,11.56,14800,0
T,10/25/2016,1.73,1.78,1.73,1.76,374000,0
VUL,10/25/2016,1.19,1.19,1.17,1.17,6000,0
CROWN,10/25/2016,2.08,2.1,2.07,2.1,113000,0
MVC,10/25/2016,4.09,4.25,4.09,4.19,64000,0
PPC,10/25/2016,3.63,3.65,3.63,3.65,2000,0
CIC,10/25/2016,63,68,63,63,163360,3248820
IMI,10/25/2016,6.1,6.13,6.1,6.1,153600,0
ION,10/25/2016,2.05,2.07,2.02,2.03,536000,0
PMPC,10/25/2016,4.79,4.79,4.61,4.7,22000,0
PSPC,10/25/2016,1.5,1.5,1.47,1.47,255000,7450
TECH,10/25/2016,23.4,23.5,23.4,23.4,920800,-12108480
^HOLDING,10/25/2016,7642.15,7661.53,7614.18,7625.61,1436356,-113387
ABA,10/25/2016,0.385,0.385,0.36,0.38,170000,0
AC,10/25/2016,849.5,853,849.5,850,252240,-25769600
AEV,10/25/2016,78.5,78.5,76.7,77.25,1858150,-39123477
AGI,10/25/2016,15.34,15.34,15.18,15.2,1868300,-17947232
ANS,10/25/2016,5.98,6.09,5.98,6.09,68500,-29900
APO,10/25/2016,1.2,1.25,1.2,1.25,202000,-204000
ATN,10/25/2016,0.33,0.34,0.33,0.34,270000,0
ATNB,10/25/2016,0.345,0.345,0.345,0.345,30000,0
COSCO,10/25/2016,8.48,8.5,8.45,8.5,1147800,3968510
DMC,10/25/2016,13.2,13.3,13.06,13.06,4654500,-3649876
FDC,10/25/2016,8.13,8.13,8,8.1,153200,-4860
FPI,10/25/2016,0.21,0.21,0.21,0.21,50000,0
GTCAP,10/25/2016,1373,1378,1361,1371,110525,-38844145
HI,10/25/2016,6.15,6.27,6.15,6.27,6200,0
JGS,10/25/2016,77.95,77.95,76.6,77,1294120,-41880074
LIHC,10/25/2016,0.81,0.82,0.79,0.82,199000,0
LPZ,10/25/2016,8.06,8.06,8,8.03,341600,-453167
LTG,10/25/2016,15.18,15.2,15.14,15.2,2185100,-1247820
MPI,10/25/2016,7.18,7.29,7.17,7.29,35915700,37949817
PA,10/25/2016,0.037,0.038,0.036,0.037,12300000,0
POPI,10/25/2016,1.94,1.94,1.93,1.93,180000,0
SGI,10/25/2016,1.22,1.22,1.21,1.22,114000,0
SGP,10/25/2016,188,188,188,188,60,0
SM,10/25/2016,685,695,685,688,217070,13703290
SMC,10/25/2016,80.5,80.5,79.8,80.5,66140,136022
SOC,10/25/2016,0.88,0.9,0.86,0.9,9000,0
SPM,10/25/2016,2.25,2.25,2.25,2.25,1000,0
TFHI,10/25/2016,234.6,236,232.8,236,7830,0
UNI,10/25/2016,0.3,0.305,0.3,0.305,1290000,9000
^PROPERTY,10/25/2016,3400.08,3435.49,3366.36,3371.21,1370363,-133565
ALCO,10/25/2016,0.285,0.285,0.28,0.28,980000,0
ALI,10/25/2016,37.7,38.1,37.15,37.6,12626500,-29818340
ARA,10/25/2016,2.37,2.37,2.31,2.34,157000,0
BEL,10/25/2016,2.96,2.98,2.9,2.96,2219000,-2068390
BRN,10/25/2016,1.13,1.14,1.12,1.14,1326000,7840
CDC,10/25/2016,1.07,1.07,1.07,1.07,39000,1070
CEI,10/25/2016,0.154,0.159,0.154,0.156,19340000,0
CHI,10/25/2016,5.06,5.06,5.06,5.06,14500,0
CPG,10/25/2016,0.59,0.61,0.59,0.6,2273000,51000
CYBR,10/25/2016,0.64,0.67,0.63,0.65,7562000,-454000
DD,10/25/2016,58,59,57.4,57.7,317690,-578419
ELI,10/25/2016,0.74,0.74,0.74,0.74,12000,0
EVER,10/25/2016,0.14,0.141,0.14,0.141,50000,0
FLI,10/25/2016,1.82,1.82,1.79,1.8,1414000,1035430
GERI,10/25/2016,0.98,1,0.98,0.98,1619000,3960
HOUSE,10/25/2016,7.36,7.36,7.25,7.25,162800,-276208
IRC,10/25/2016,1.08,1.13,1.08,1.13,140000,0
LAND,10/25/2016,1.1,1.11,1.06,1.08,161000,-4650
MEG,10/25/2016,4.29,4.35,4.22,4.22,18992000,-15733030
MRC,10/25/2016,0.169,0.181,0.169,0.18,60620000,-1800
PRMX,10/25/2016,3.41,3.5,3.39,3.44,551000,383240
RLC,10/25/2016,30.35,30.6,30.25,30.3,1962900,-34688895
RLT,10/25/2016,0.435,0.435,0.43,0.435,150000,0
ROCK,10/25/2016,1.58,1.62,1.58,1.6,89000,0
SHNG,10/25/2016,3.29,3.3,3.29,3.3,165000,0
SLI,10/25/2016,1.01,1.03,1,1.01,3562000,50500
