^FINANCIAL,12/16/2016,1684.66,1685.47,1665.39,1670.78,788070,-127358
AUB,12/16/2016,48,48,47.7,47.95,17500,234635
BDO,12/16/2016,111.4,112.5,110.3,111,3497980,-57891779
BPI,12/16/2016,90.95,90.95,88.8,89.6,1369310,-6460525
CHIB,12/16/2016,37.8,38.15,37.75,38.15,83900,2556050
CSB,12/16/2016,8.2,8.2,8.2,8.2,3400,0
EW,12/16/2016,18.96,19,18.9,18.9,343800,-1109174
MBT,12/16/2016,74,74.35,73.5,73.5,1781190,-22209175
PNB,12/16/2016,55.7,55.7,54.5,54.55,74420,2165824
RCB,12/16/2016,35.1,35.2,35.1,35.2,134600,-3203300
SECB,12/16/2016,201,201,198,199,539200,-37468555
UBP,12/16/2016,74.5,75,74.4,74.55,80360,231919
AGF,12/16/2016,3.38,3.86,3.38,3.7,294000,0
BKR,12/16/2016,1.64,1.75,1.55,1.6,3187000,-157800
BLFI,12/16/2016,3.76,3.84,3.76,3.84,14000,0
COL,12/16/2016,16.16,16.16,16.16,16.16,166400,-2682560
FAF,12/16/2016,0.68,0.68,0.66,0.66,150000,0
FFI,12/16/2016,7,7,7,7,700,0
MED,12/16/2016,0.61,0.62,0.6,0.61,4573000,-1355420
MFC,12/16/2016,830,830,825,825,90,-8300
NRCP,12/16/2016,0.77,0.78,0.77,0.78,179000,0
PSE,12/16/2016,253,253,253,253,190,0
SLF,12/16/2016,1705,1705,1705,1705,440,0
^INDUSTRIAL,12/16/2016,10782.47,10822.71,10721.59,10721.59,2949073,-457540
ACR,12/16/2016,1.35,1.37,1.29,1.29,1623000,-1134400
AP,12/16/2016,42.7,43.9,42.7,43,1050200,-10559190
BSC,12/16/2016,0.195,0.2,0.194,0.2,160000,0
EDC,12/16/2016,5.32,5.32,5.1,5.11,23852500,-57472555
FGEN,12/16/2016,22.2,22.45,22.05,22.15,752300,11107730
FPH,12/16/2016,68,68,67.75,68,62770,127528
H2O,12/16/2016,3.49,3.77,3.34,3.68,580000,0
MER,12/16/2016,260.4,262,257.4,257.4,2987620,-473466220
MWC,12/16/2016,30,30,29.75,29.95,1069400,-11017965
PCOR,12/16/2016,10.2,10.28,10.12,10.28,1719200,4359182
PHEN,12/16/2016,2.05,2.05,2.03,2.04,5152000,5065050
PNX,12/16/2016,5.7,5.75,5.7,5.7,39100,0
SHLPH,12/16/2016,68.25,70,68.1,70,2222490,122953448
SPC,12/16/2016,4.65,4.65,4.55,4.55,78000,0
ANI,12/16/2016,4.26,4.26,4.16,4.25,378000,258310
CAT,12/16/2016,21,21.4,20.05,21.4,1500,0
CNPF,12/16/2016,17,17.1,17,17,4707200,-66789894
DMPL,12/16/2016,12.1,12.42,12,12.42,5300,0
DNL,12/16/2016,11.96,11.96,11.7,11.94,2182000,10955698
EMP,12/16/2016,7.16,7.23,6.98,6.98,1233600,-7600682
FOOD,12/16/2016,0.87,0.9,0.86,0.89,607000,0
JFC,12/16/2016,207,209,205,205,634910,-101422998
MACAY,12/16/2016,25,27.1,25,26.95,4000,0
MAXS,12/16/2016,25.3,25.3,24.4,24.5,362200,-7186030
MG,12/16/2016,0.25,0.25,0.24,0.24,320000,0
PF,12/16/2016,233.6,233.6,231,231,5710,722860
PIP,12/16/2016,3.4,3.4,3.33,3.36,89000,46590
PIZZA,12/16/2016,12.16,12.26,11.78,12.24,21287500,10634378
RFM,12/16/2016,4.75,4.82,4.72,4.78,244000,344960
SFI,12/16/2016,0.142,0.143,0.141,0.143,760000,0
URC,12/16/2016,159,161,158.1,159.5,1950120,-63954291
VITA,12/16/2016,1.6,1.6,1.51,1.52,2973000,155000
VMC,12/16/2016,4.61,4.65,4.61,4.65,7000,0
ABG,12/16/2016,19.1,19.1,18.02,18.78,45500,0
CAB,12/16/2016,130,138,130,138,480,0
CHP,12/16/2016,11.8,11.8,11.58,11.74,59457000,165047422
DAVIN,12/16/2016,7.18,7.18,6.89,6.91,996600,0
