^FINANCIAL,08/25/2016,1839.87,1839.87,1819.23,1829.63,15927,-364482
AUB,08/25/2016,47.65,47.65,47,47.6,2300,80920
BDO,08/25/2016,114.3,114.3,112.1,113,1991750,-98706064
BPI,08/25/2016,105,105.4,102.9,104.9,4168340,-14280725
CHIB,08/25/2016,38.5,38.5,38.45,38.5,5600,-26950
EW,08/25/2016,21,21.1,20.8,21,254800,-821415
MBT,08/25/2016,89.2,89.2,87.7,87.75,2493300,-186120549
PBC,08/25/2016,23.5,24,23.5,24,5500,0
PNB,08/25/2016,59.4,59.5,59.2,59.2,89800,-1496860
PSB,08/25/2016,97,100.3,97,100.3,920,0
RCB,08/25/2016,32.3,32.45,32.25,32.3,12200,-77420
SECB,08/25/2016,219,220.2,214.6,219.6,2296000,-64282360
UBP,08/25/2016,73.8,73.8,73.5,73.8,44410,1605338
AGF,08/25/2016,3.63,3.65,3.5,3.58,56000,0
BKR,08/25/2016,1.52,1.52,1.45,1.5,202000,0
BLFI,08/25/2016,3.75,3.8,3.51,3.7,204000,0
COL,08/25/2016,16.12,16.66,16.12,16.3,31900,-339360
FFI,08/25/2016,6.87,6.87,6.85,6.85,3600,-3435
I,08/25/2016,1.87,1.94,1.87,1.93,6000,0
MED,08/25/2016,0.66,0.68,0.65,0.65,3586000,0
MFC,08/25/2016,595,595,595,595,20,0
NRCP,08/25/2016,0.89,0.9,0.88,0.89,466000,0
PSE,08/25/2016,280,280,279,279,400,-13840
SLF,08/25/2016,1400,1400,1400,1400,20,0
V,08/25/2016,1.5,1.5,1.5,1.5,5000,0
^INDUSTRIAL,08/25/2016,11829.74,11888.57,11806.57,11877.74,116217,-133286
ACR,08/25/2016,1.78,1.8,1.76,1.77,558000,0
AP,08/25/2016,46.1,46.3,45.6,45.8,1165200,-18909965
EDC,08/25/2016,5.8,5.88,5.8,5.85,7117100,1599597
FGEN,08/25/2016,24,25.75,24,25.65,5051600,80832535
FPH,08/25/2016,72.65,72.65,72.1,72.35,126210,517238
MER,08/25/2016,312,312.8,311.8,312.8,48630,1485536
MWC,08/25/2016,26.6,26.8,26.45,26.8,112500,1675275
PCOR,08/25/2016,11,11,10.88,10.98,1387200,-2914504
PNX,08/25/2016,6.1,6.1,6,6.1,453300,-628042
TA,08/25/2016,2.27,2.29,2.25,2.27,570000,0
ANI,08/25/2016,3.13,3.24,3.12,3.2,1235000,-476560
CNPF,08/25/2016,16.74,16.76,16.68,16.7,1794400,-12644195
DMPL,08/25/2016,11.92,12.4,11.92,12.18,19900,0
DNL,08/25/2016,10.98,11.08,10.9,11.06,1415700,6806546
EMP,08/25/2016,7.8,7.95,7.8,7.95,407400,-231413
FOOD,08/25/2016,0.83,0.85,0.81,0.84,251000,0
GSMI,08/25/2016,12.82,12.82,12.8,12.8,500,0
JFC,08/25/2016,252,254,251,251,552790,-17236006
LFM,08/25/2016,50,50,49,49,300,0
MACAY,08/25/2016,27.15,30,27.1,28.9,6500,0
MAXS,08/25/2016,31.3,32.5,31.2,32.5,630600,-7213335
MG,08/25/2016,0.265,0.28,0.265,0.28,800000,0
PF,08/25/2016,216.4,217,215,215,14920,-355070
PIP,08/25/2016,3.27,3.27,3.15,3.15,254000,144490
